표층형,*,*,*,품사태그,의미부류,종성 유무,읽기,*,*,*,*,*
雷動,*,*,*,NNG,*,T,뇌동,*,*,*,*,*
雷同,*,*,*,NNG,*,T,뇌동,*,*,*,*,*
雷動,*,*,*,NNG,*,T,뇌동,*,*,*,*,*
腦動脈硬化症,*,*,*,NNG,*,T,뇌동맥경화증,*,*,*,*,*
腦動脈고리,*,*,*,NNG,*,F,뇌동맥고리,*,*,*,*,*
腦動脈瘤,*,*,*,NNG,*,F,뇌동맥류,*,*,*,*,*
腦動脈자루,*,*,*,NNG,*,F,뇌동맥자루,*,*,*,*,*
雷同附和,*,*,*,NNG,*,F,뇌동부화,*,*,*,*,*
雷同附和하다,*,*,*,VV,*,F,뇌동부화하다,*,*,*,*,*
雷同批評,*,*,*,NNG,*,T,뇌동비평,*,*,*,*,*
雷洞山,*,*,*,NNG,*,T,뇌동산,*,*,*,*,*
腦動靜脈奇形,*,*,*,NNG,*,T,뇌동정맥기형,*,*,*,*,*
雷同하다,*,*,*,VV,*,F,뇌동하다,*,*,*,*,*
雷動하다,*,*,*,VV,*,F,뇌동하다,*,*,*,*,*
雷動하다,*,*,*,VV,*,F,뇌동하다,*,*,*,*,*
뇌頭,*,*,*,NNG,*,F,뇌두,*,*,*,*,*
腦頭,*,*,*,NNG,*,F,뇌두,*,*,*,*,*
腦頭蓋,*,*,*,NNG,*,F,뇌두개,*,*,*,*,*
腦頭蓋骨,*,*,*,NNG,*,T,뇌두개골,*,*,*,*,*
雷頭痛,*,*,*,NNG,*,T,뇌두통,*,*,*,*,*
雷頭風,*,*,*,NNG,*,T,뇌두풍,*,*,*,*,*
腦들보,*,*,*,NNG,*,F,뇌들보,*,*,*,*,*
牢落,*,*,*,NNG,*,T,뇌락,*,*,*,*,*
磊落,*,*,*,NNG,*,T,뇌락,*,*,*,*,*
牢落,*,*,*,NNG,*,T,뇌락,*,*,*,*,*
牢落,*,*,*,NNG,*,T,뇌락,*,*,*,*,*
牢落陸離,*,*,*,NNG,*,F,뇌락육리,*,*,*,*,*
牢落陸離하다,*,*,*,VV,*,F,뇌락육리하다,*,*,*,*,*
磊落壯烈,*,*,*,NNG,*,T,뇌락장렬,*,*,*,*,*
磊落하다,*,*,*,VA,*,F,뇌락하다,*,*,*,*,*
牢落하다,*,*,*,VA,*,F,뇌락하다,*,*,*,*,*
牢落하다,*,*,*,VA,*,F,뇌락하다,*,*,*,*,*
牢落하다,*,*,*,VA,*,F,뇌락하다,*,*,*,*,*
牢落히,*,*,*,MAG,*,F,뇌락히,*,*,*,*,*
牢落히,*,*,*,MAG,*,F,뇌락히,*,*,*,*,*
牢落히,*,*,*,MAG,*,F,뇌락히,*,*,*,*,*
磊落히,*,*,*,MAG,*,F,뇌락히,*,*,*,*,*
惱亂,*,*,*,NNG,*,T,뇌란,*,*,*,*,*
惱亂하다,*,*,*,VV,*,F,뇌란하다,*,*,*,*,*
惱亂하다,*,*,*,VA,*,F,뇌란하다,*,*,*,*,*
腦梁,*,*,*,NNG,*,T,뇌량,*,*,*,*,*
雷厲風飛,*,*,*,NNG,*,F,뇌려풍비,*,*,*,*,*
雷厲風飛하다,*,*,*,VA,*,F,뇌려풍비하다,*,*,*,*,*
賴力,*,*,*,NNG,*,T,뇌력,*,*,*,*,*
腦力,*,*,*,NNG,*,T,뇌력,*,*,*,*,*
賴力하다,*,*,*,VV,*,F,뇌력하다,*,*,*,*,*
磊綠,*,*,*,NNG,*,T,뇌록,*,*,*,*,*
牢籠,*,*,*,NNG,*,T,뇌롱,*,*,*,*,*
牢籠하다,*,*,*,VV,*,F,뇌롱하다,*,*,*,*,*
磊磊,*,*,*,NNG,*,F,뇌뢰,*,*,*,*,*
磊磊,*,*,*,NNG,*,F,뇌뢰,*,*,*,*,*
磊磊落落,*,*,*,NNG,*,T,뇌뢰낙락,*,*,*,*,*
磊磊落落하다,*,*,*,VA,*,F,뇌뢰낙락하다,*,*,*,*,*
磊磊하다,*,*,*,VA,*,F,뇌뢰하다,*,*,*,*,*
雷龍,*,*,*,NNG,*,T,뇌룡,*,*,*,*,*
腦漏,*,*,*,NNG,*,F,뇌루,*,*,*,*,*
腦裏,*,*,*,NNG,*,F,뇌리,*,*,*,*,*
腦膜,*,*,*,NNG,*,T,뇌막,*,*,*,*,*
腦膜腦瘤,*,*,*,NNG,*,F,뇌막뇌류,*,*,*,*,*
腦膜腦脫出症,*,*,*,NNG,*,T,뇌막뇌탈출증,*,*,*,*,*
腦膜炎,*,*,*,NNG,*,T,뇌막염,*,*,*,*,*
腦膜刺戟症狀,*,*,*,NNG,*,T,뇌막자극증상,*,*,*,*,*
腦膜腫,*,*,*,NNG,*,T,뇌막종,*,*,*,*,*
腦梅毒,*,*,*,NNG,*,T,뇌매독,*,*,*,*,*
牢脈,*,*,*,NNG,*,T,뇌맥,*,*,*,*,*
腦머리뼈,*,*,*,NNG,*,F,뇌머리뼈,*,*,*,*,*
雷名,*,*,*,NNG,*,T,뇌명,*,*,*,*,*
雷名,*,*,*,NNG,*,T,뇌명,*,*,*,*,*
雷鳴,*,*,*,NNG,*,T,뇌명,*,*,*,*,*
雷鳴,*,*,*,NNG,*,T,뇌명,*,*,*,*,*
腦모래,*,*,*,NNG,*,F,뇌모래,*,*,*,*,*
檑木,*,*,*,NNG,*,T,뇌목,*,*,*,*,*
擂木砲石,*,*,*,NNG,*,T,뇌목포석,*,*,*,*,*
雷文,*,*,*,NNG,*,T,뇌문,*,*,*,*,*
雷文,*,*,*,NNG,*,T,뇌문,*,*,*,*,*
雷紋彝,*,*,*,NNG,*,F,뇌문이,*,*,*,*,*
雷紋鼎,*,*,*,NNG,*,T,뇌문정,*,*,*,*,*
雷紋土器,*,*,*,NNG,*,F,뇌문토기,*,*,*,*,*
賂物,*,*,*,NNG,*,T,뇌물,*,*,*,*,*
賂物받이,*,*,*,NNG,*,F,뇌물받이,*,*,*,*,*
賂物性,*,*,*,NNG,*,T,뇌물성,*,*,*,*,*
賂物쌀,*,*,*,NNG,*,T,뇌물쌀,*,*,*,*,*
賂物罪,*,*,*,NNG,*,F,뇌물죄,*,*,*,*,*
惱悶,*,*,*,NNG,*,T,뇌민,*,*,*,*,*
惱悶하다,*,*,*,VV,*,F,뇌민하다,*,*,*,*,*
雷變,*,*,*,NNG,*,T,뇌변,*,*,*,*,*
腦病,*,*,*,NNG,*,T,뇌병,*,*,*,*,*
腦病院,*,*,*,NNG,*,T,뇌병원,*,*,*,*,*
雷逢電別,*,*,*,NNG,*,T,뇌봉전별,*,*,*,*,*
雷逢電別하다,*,*,*,VV,*,F,뇌봉전별하다,*,*,*,*,*
雷斧,*,*,*,NNG,*,F,뇌부,*,*,*,*,*
雷斧,*,*,*,NNG,*,F,뇌부,*,*,*,*,*
腦浮氣,*,*,*,NNG,*,F,뇌부기,*,*,*,*,*
腦浮腫,*,*,*,NNG,*,T,뇌부종,*,*,*,*,*
雷奔,*,*,*,NNG,*,T,뇌분,*,*,*,*,*
雷奔電激,*,*,*,NNG,*,T,뇌분전격,*,*,*,*,*
雷奔하다,*,*,*,VV,*,F,뇌분하다,*,*,*,*,*
賴庇,*,*,*,NNG,*,F,뇌비,*,*,*,*,*
賴庇하다,*,*,*,VV,*,F,뇌비하다,*,*,*,*,*
腦貧血,*,*,*,NNG,*,T,뇌빈혈,*,*,*,*,*
腦瀉,*,*,*,NNG,*,F,뇌사,*,*,*,*,*
腦死,*,*,*,NNG,*,F,뇌사,*,*,*,*,*
腦砂,*,*,*,NNG,*,F,뇌사,*,*,*,*,*
雷師,*,*,*,NNG,*,F,뇌사,*,*,*,*,*
賚賜,*,*,*,NNG,*,F,뇌사,*,*,*,*,*
誄詞,*,*,*,NNG,*,F,뇌사,*,*,*,*,*
賂謝,*,*,*,NNG,*,F,뇌사,*,*,*,*,*
雷肆,*,*,*,NNG,*,F,뇌사,*,*,*,*,*
腦沙,*,*,*,NNG,*,F,뇌사,*,*,*,*,*
耒耜,*,*,*,NNG,*,F,뇌사,*,*,*,*,*
牢死,*,*,*,NNG,*,F,뇌사,*,*,*,*,*
腦死者,*,*,*,NNG,*,F,뇌사자,*,*,*,*,*
牢死하다,*,*,*,VV,*,F,뇌사하다,*,*,*,*,*
賚賜하다,*,*,*,VV,*,F,뇌사하다,*,*,*,*,*
雷酸,*,*,*,NNG,*,T,뇌산,*,*,*,*,*
雷酸水銀,*,*,*,NNG,*,T,뇌산수은,*,*,*,*,*
腦珊瑚,*,*,*,NNG,*,F,뇌산호,*,*,*,*,*
惱殺,*,*,*,NNG,*,T,뇌살,*,*,*,*,*
耒삽,*,*,*,NNG,*,T,뇌삽,*,*,*,*,*
酹觴,*,*,*,NNG,*,T,뇌상,*,*,*,*,*
牢賞,*,*,*,NNG,*,T,뇌상,*,*,*,*,*
腦塞栓,*,*,*,NNG,*,T,뇌색전,*,*,*,*,*
牢牲,*,*,*,NNG,*,T,뇌생,*,*,*,*,*
Neuchâtel湖,*,*,*,NNG,*,F,뇌샤텔호,*,*,*,*,*
雷石,*,*,*,NNG,*,T,뇌석,*,*,*,*,*
腦旋,*,*,*,NNG,*,T,뇌선,*,*,*,*,*
雷楔,*,*,*,NNG,*,T,뇌설,*,*,*,*,*
雷聲,*,*,*,NNG,*,T,뇌성,*,*,*,*,*
雷聲大名,*,*,*,NNG,*,T,뇌성대명,*,*,*,*,*
雷聲大名,*,*,*,NNG,*,T,뇌성대명,*,*,*,*,*
腦性痲痹,*,*,*,NNG,*,F,뇌성마비,*,*,*,*,*
雷聲木,*,*,*,NNG,*,T,뇌성목,*,*,*,*,*
雷聲霹靂,*,*,*,NNG,*,T,뇌성벽력,*,*,*,*,*
腦細胞,*,*,*,NNG,*,F,뇌세포,*,*,*,*,*
腦속出血,*,*,*,NNG,*,T,뇌속출혈,*,*,*,*,*
牢鎖,*,*,*,NNG,*,F,뇌쇄,*,*,*,*,*
惱殺,*,*,*,NNG,*,F,뇌쇄,*,*,*,*,*
惱殺되다,*,*,*,VV,*,F,뇌쇄되다,*,*,*,*,*
惱殺的,*,*,*,MM,*,T,뇌쇄적,*,*,*,*,*
惱殺的,*,*,*,NNG,*,T,뇌쇄적,*,*,*,*,*
牢鎖하다,*,*,*,VV,*,F,뇌쇄하다,*,*,*,*,*
惱殺하다,*,*,*,VV,*,F,뇌쇄하다,*,*,*,*,*
腦髓,*,*,*,NNG,*,F,뇌수,*,*,*,*,*
雷獸,*,*,*,NNG,*,F,뇌수,*,*,*,*,*
牢愁,*,*,*,NNG,*,F,뇌수,*,*,*,*,*
雷獸,*,*,*,NNG,*,F,뇌수,*,*,*,*,*
牢囚,*,*,*,NNG,*,F,뇌수,*,*,*,*,*
腦睡眠,*,*,*,NNG,*,T,뇌수면,*,*,*,*,*
腦水腫,*,*,*,NNG,*,T,뇌수종,*,*,*,*,*
牢囚하다,*,*,*,VV,*,F,뇌수하다,*,*,*,*,*
腦scan,*,*,*,NNG,*,T,뇌스캔,*,*,*,*,*
誄詩,*,*,*,NNG,*,F,뇌시,*,*,*,*,*
儡身,*,*,*,NNG,*,T,뇌신,*,*,*,*,*
雷神,*,*,*,NNG,*,T,뇌신,*,*,*,*,*
惱神,*,*,*,NNG,*,T,뇌신,*,*,*,*,*
腦神經外科,*,*,*,NNG,*,F,뇌신경외과,*,*,*,*,*
腦神經節,*,*,*,NNG,*,T,뇌신경절,*,*,*,*,*
惱神하다,*,*,*,VV,*,F,뇌신하다,*,*,*,*,*
腦室,*,*,*,NNG,*,T,뇌실,*,*,*,*,*
腦室찌름術,*,*,*,NNG,*,T,뇌실찌름술,*,*,*,*,*
腦室穿刺,*,*,*,NNG,*,F,뇌실천자,*,*,*,*,*
惱心,*,*,*,NNG,*,T,뇌심,*,*,*,*,*
腦心筋炎,*,*,*,NNG,*,T,뇌심근염,*,*,*,*,*
惱心하다,*,*,*,VV,*,F,뇌심하다,*,*,*,*,*
腦壓,*,*,*,NNG,*,T,뇌압,*,*,*,*,*
腦壓迫症,*,*,*,NNG,*,T,뇌압박증,*,*,*,*,*
腦壓亢進,*,*,*,NNG,*,T,뇌압항진,*,*,*,*,*
腦壓亢進徵候,*,*,*,NNG,*,F,뇌압항진징후,*,*,*,*,*
賴耶,*,*,*,NNG,*,F,뇌야,*,*,*,*,*
賴耶緣起,*,*,*,NNG,*,F,뇌야연기,*,*,*,*,*
牢約,*,*,*,NNG,*,T,뇌약,*,*,*,*,*
牢約하다,*,*,*,VV,*,F,뇌약하다,*,*,*,*,*
雷魚,*,*,*,NNG,*,F,뇌어,*,*,*,*,*
雷魚,*,*,*,NNG,*,F,뇌어,*,*,*,*,*
腦없음症,*,*,*,NNG,*,T,뇌없음증,*,*,*,*,*
腦軟化症,*,*,*,NNG,*,T,뇌연화증,*,*,*,*,*
腦炎,*,*,*,NNG,*,T,뇌염,*,*,*,*,*
腦炎모기,*,*,*,NNG,*,F,뇌염모기,*,*,*,*,*
腦葉,*,*,*,NNG,*,T,뇌엽,*,*,*,*,*
牢獄,*,*,*,NNG,*,T,뇌옥,*,*,*,*,*
磊磈,*,*,*,NNG,*,F,뇌외,*,*,*,*,*
磊磈,*,*,*,NNG,*,F,뇌외,*,*,*,*,*
磊嵬,*,*,*,NNG,*,F,뇌외,*,*,*,*,*
腦外科,*,*,*,NNG,*,F,뇌외과,*,*,*,*,*
磊嵬하다,*,*,*,VA,*,F,뇌외하다,*,*,*,*,*
雷雨,*,*,*,NNG,*,F,뇌우,*,*,*,*,*
雷雨細胞,*,*,*,NNG,*,F,뇌우세포,*,*,*,*,*
雷雲,*,*,*,NNG,*,T,뇌운,*,*,*,*,*
腦油,*,*,*,NNG,*,F,뇌유,*,*,*,*,*
賂遺,*,*,*,NNG,*,F,뇌유,*,*,*,*,*
賂遺하다,*,*,*,VV,*,F,뇌유하다,*,*,*,*,*
雷銀,*,*,*,NNG,*,T,뇌은,*,*,*,*,*
雷音,*,*,*,NNG,*,T,뇌음,*,*,*,*,*
惱音信,*,*,*,NNP,*,T,뇌음신,*,*,*,*,*
Neuilly條約,*,*,*,NNG,*,T,뇌이조약,*,*,*,*,*
腦溢血,*,*,*,NNG,*,T,뇌일혈,*,*,*,*,*
儡子,*,*,*,NNG,*,F,뇌자,*,*,*,*,*
儡子,*,*,*,NNG,*,F,뇌자,*,*,*,*,*
賴子,*,*,*,NNG,*,F,뇌자,*,*,*,*,*
牢子,*,*,*,NNG,*,F,뇌자,*,*,*,*,*
賚咨官,*,*,*,NNG,*,T,뇌자관,*,*,*,*,*
腦漿,*,*,*,NNG,*,T,뇌장,*,*,*,*,*
腦底示數,*,*,*,NNG,*,F,뇌저시수,*,*,*,*,*
腦轉,*,*,*,NNG,*,T,뇌전,*,*,*,*,*
雷電,*,*,*,NNG,*,T,뇌전,*,*,*,*,*
雷電觀測日,*,*,*,NNG,*,T,뇌전관측일,*,*,*,*,*
腦電圖,*,*,*,NNG,*,F,뇌전도,*,*,*,*,*
腦電流,*,*,*,NNG,*,F,뇌전류,*,*,*,*,*
腦電流圖,*,*,*,NNG,*,F,뇌전류도,*,*,*,*,*
腦栓塞,*,*,*,NNG,*,T,뇌전색,*,*,*,*,*
腦電症,*,*,*,NNG,*,T,뇌전증,*,*,*,*,*
腦電波,*,*,*,NNG,*,F,뇌전파,*,*,*,*,*
牢定,*,*,*,NNG,*,T,뇌정,*,*,*,*,*
雷霆,*,*,*,NNG,*,T,뇌정,*,*,*,*,*
雷霆霹靂,*,*,*,NNG,*,T,뇌정벽력,*,*,*,*,*
雷霆霹靂하다,*,*,*,VV,*,F,뇌정벽력하다,*,*,*,*,*
牢定하다,*,*,*,VV,*,F,뇌정하다,*,*,*,*,*
賴助,*,*,*,NNG,*,F,뇌조,*,*,*,*,*
雷鳥,*,*,*,NNG,*,F,뇌조,*,*,*,*,*
牢俎,*,*,*,NNG,*,F,뇌조,*,*,*,*,*
賴助하다,*,*,*,VV,*,F,뇌조하다,*,*,*,*,*
牢卒,*,*,*,NNG,*,T,뇌졸,*,*,*,*,*
腦卒中,*,*,*,NNG,*,T,뇌졸중,*,*,*,*,*
腦卒症,*,*,*,NNG,*,T,뇌졸증,*,*,*,*,*
腦腫瘍,*,*,*,NNG,*,T,뇌종양,*,*,*,*,*
腦挫傷,*,*,*,NNG,*,T,뇌좌상,*,*,*,*,*
雷州,*,*,*,NNG,*,F,뇌주,*,*,*,*,*
酹酒,*,*,*,NNG,*,F,뇌주,*,*,*,*,*
雷州半島,*,*,*,NNG,*,F,뇌주반도,*,*,*,*,*
酹酒하다,*,*,*,VV,*,F,뇌주하다,*,*,*,*,*
雷樽,*,*,*,NNG,*,T,뇌준,*,*,*,*,*
腦줄기,*,*,*,NNG,*,F,뇌줄기,*,*,*,*,*
腦中,*,*,*,NNG,*,T,뇌중,*,*,*,*,*
腦中風,*,*,*,NNG,*,T,뇌중풍,*,*,*,*,*
腦蒸,*,*,*,NNG,*,T,뇌증,*,*,*,*,*
雷芝,*,*,*,NNG,*,F,뇌지,*,*,*,*,*
腦蜘蛛膜炎,*,*,*,NNG,*,T,뇌지주막염,*,*,*,*,*
雷震,*,*,*,NNG,*,T,뇌진,*,*,*,*,*
雷陳膠漆,*,*,*,NNG,*,T,뇌진교칠,*,*,*,*,*
腦震蕩,*,*,*,NNG,*,T,뇌진탕,*,*,*,*,*
雷震하다,*,*,*,VV,*,F,뇌진하다,*,*,*,*,*
惱窒朱日,*,*,*,NNP,*,T,뇌질주일,*,*,*,*,*
惱窒靑裔,*,*,*,NNP,*,F,뇌질청예,*,*,*,*,*
腦瘡,*,*,*,NNG,*,T,뇌창,*,*,*,*,*
腦脊髓,*,*,*,NNG,*,F,뇌척수,*,*,*,*,*
腦脊髓膜,*,*,*,NNG,*,T,뇌척수막,*,*,*,*,*
腦脊髓膜炎,*,*,*,NNG,*,T,뇌척수막염,*,*,*,*,*
腦脊髓膜炎菌,*,*,*,NNG,*,T,뇌척수막염균,*,*,*,*,*
腦脊髓心筋炎,*,*,*,NNG,*,T,뇌척수심근염,*,*,*,*,*
腦脊髓液,*,*,*,NNG,*,T,뇌척수액,*,*,*,*,*
腦脊髓液檢査,*,*,*,NNG,*,F,뇌척수액검사,*,*,*,*,*
腦天,*,*,*,NNG,*,T,뇌천,*,*,*,*,*
雷川,*,*,*,NNP,*,T,뇌천,*,*,*,*,*
牢請,*,*,*,NNG,*,T,뇌청,*,*,*,*,*
牢請하다,*,*,*,VV,*,F,뇌청하다,*,*,*,*,*
腦出血,*,*,*,NNG,*,T,뇌출혈,*,*,*,*,*
腦打撲傷,*,*,*,NNG,*,T,뇌타박상,*,*,*,*,*
雷歎,*,*,*,NNG,*,T,뇌탄,*,*,*,*,*
雷嘆,*,*,*,NNG,*,T,뇌탄,*,*,*,*,*
牢脫,*,*,*,NNG,*,T,뇌탈,*,*,*,*,*
腦脫出,*,*,*,NNG,*,T,뇌탈출,*,*,*,*,*
腦脫出症,*,*,*,NNG,*,T,뇌탈출증,*,*,*,*,*
牢脫하다,*,*,*,VV,*,F,뇌탈하다,*,*,*,*,*
腦波,*,*,*,NNG,*,F,뇌파,*,*,*,*,*
腦波檢査,*,*,*,NNG,*,F,뇌파검사,*,*,*,*,*
腦波計,*,*,*,NNG,*,F,뇌파계,*,*,*,*,*
腦波分析裝置,*,*,*,NNG,*,F,뇌파분석장치,*,*,*,*,*
雷鞭,*,*,*,NNG,*,T,뇌편,*,*,*,*,*
腦胞,*,*,*,NNG,*,F,뇌포,*,*,*,*,*
腦風,*,*,*,NNG,*,T,뇌풍,*,*,*,*,*
腦핏줄,*,*,*,NNG,*,T,뇌핏줄,*,*,*,*,*
腦下垂體,*,*,*,NNG,*,F,뇌하수체,*,*,*,*,*
腦下垂體機能不全症,*,*,*,NNG,*,T,뇌하수체기능부전증,*,*,*,*,*
腦下垂體機能亢進症,*,*,*,NNG,*,T,뇌하수체기능항진증,*,*,*,*,*
腦下垂體난쟁이,*,*,*,NNG,*,F,뇌하수체난쟁이,*,*,*,*,*
腦下垂體뒤葉hormone,*,*,*,NNG,*,T,뇌하수체뒤엽호르몬,*,*,*,*,*
腦下垂體샘腫,*,*,*,NNG,*,T,뇌하수체샘종,*,*,*,*,*
腦下垂體腺腫,*,*,*,NNG,*,T,뇌하수체선종,*,*,*,*,*
腦下垂體앞葉hormone,*,*,*,NNG,*,T,뇌하수체앞엽호르몬,*,*,*,*,*
腦下垂體低下症,*,*,*,NNG,*,T,뇌하수체저하증,*,*,*,*,*
腦下垂體前葉hormone,*,*,*,NNG,*,T,뇌하수체전엽호르몬,*,*,*,*,*
腦下垂體腫瘍,*,*,*,NNG,*,T,뇌하수체종양,*,*,*,*,*
腦下垂體中葉hormone,*,*,*,NNG,*,T,뇌하수체중엽호르몬,*,*,*,*,*
腦下垂體亢進症,*,*,*,NNG,*,T,뇌하수체항진증,*,*,*,*,*
腦下垂體hormone,*,*,*,NNG,*,T,뇌하수체호르몬,*,*,*,*,*
腦下垂體後葉hormone,*,*,*,NNG,*,T,뇌하수체후엽호르몬,*,*,*,*,*
雷響,*,*,*,NNG,*,T,뇌향,*,*,*,*,*
腦hernia,*,*,*,NNG,*,F,뇌헤르니아,*,*,*,*,*
腦血管,*,*,*,NNG,*,T,뇌혈관,*,*,*,*,*
腦血管撮影,*,*,*,NNG,*,T,뇌혈관촬영,*,*,*,*,*
腦血栓症,*,*,*,NNG,*,T,뇌혈전증,*,*,*,*,*
腦型,*,*,*,NNG,*,T,뇌형,*,*,*,*,*
牢刑,*,*,*,NNG,*,T,뇌형,*,*,*,*,*
牢乎,*,*,*,NNG,*,F,뇌호,*,*,*,*,*
瀨戶內海,*,*,*,NNG,*,F,뇌호내해,*,*,*,*,*
牢乎하다,*,*,*,VA,*,F,뇌호하다,*,*,*,*,*
雷汞,*,*,*,NNG,*,T,뇌홍,*,*,*,*,*
雷汞爆粉,*,*,*,NNG,*,T,뇌홍폭분,*,*,*,*,*
雷火,*,*,*,NNG,*,F,뇌화,*,*,*,*,*
雷火,*,*,*,NNG,*,F,뇌화,*,*,*,*,*
牢確,*,*,*,NNG,*,T,뇌확,*,*,*,*,*
牢確하다,*,*,*,VA,*,F,뇌확하다,*,*,*,*,*
牢確히,*,*,*,MAG,*,F,뇌확히,*,*,*,*,*
雷丸,*,*,*,NNG,*,T,뇌환,*,*,*,*,*
腦활,*,*,*,NNG,*,T,뇌활,*,*,*,*,*
腦後,*,*,*,NNG,*,F,뇌후,*,*,*,*,*
腦後,*,*,*,NNG,*,F,뇌후,*,*,*,*,*
腦後腫,*,*,*,NNG,*,T,뇌후종,*,*,*,*,*
腦훑기,*,*,*,NNG,*,F,뇌훑기,*,*,*,*,*
尿,*,*,*,NNG,*,F,뇨,*,*,*,*,*
壘,*,*,*,NNG,*,F,누,*,*,*,*,*
樓,*,*,*,NNG,*,F,누,*,*,*,*,*
婁,*,*,*,NNG,*,F,누,*,*,*,*,*
累,*,*,*,NNG,*,F,누,*,*,*,*,*
漏,*,*,*,NNG,*,F,누,*,*,*,*,*
累加,*,*,*,NNG,*,F,누가,*,*,*,*,*
累加,*,*,*,NNG,*,F,누가,*,*,*,*,*
累家,*,*,*,NNG,*,F,누가,*,*,*,*,*
累加記錄,*,*,*,NNG,*,T,누가기록,*,*,*,*,*
累加되다,*,*,*,VV,*,F,누가되다,*,*,*,*,*
累加되다,*,*,*,VV,*,F,누가되다,*,*,*,*,*
累加配當,*,*,*,NNG,*,T,누가배당,*,*,*,*,*
←Luke福音,*,*,*,NNG,*,T,누가복음,*,*,*,*,*
累加하다,*,*,*,VV,*,F,누가하다,*,*,*,*,*
累加하다,*,*,*,VV,*,F,누가하다,*,*,*,*,*
樓閣,*,*,*,NNG,*,T,누각,*,*,*,*,*
漏刻,*,*,*,NNG,*,T,누각,*,*,*,*,*
漏刻,*,*,*,NNG,*,T,누각,*,*,*,*,*
鏤刻,*,*,*,NNG,*,T,누각,*,*,*,*,*
鏤刻,*,*,*,NNG,*,T,누각,*,*,*,*,*
樓閣,*,*,*,NNG,*,T,누각,*,*,*,*,*
樓閣文銅鏡,*,*,*,NNG,*,T,누각문동경,*,*,*,*,*
漏刻博士,*,*,*,NNG,*,F,누각박사,*,*,*,*,*
漏刻典,*,*,*,NNG,*,T,누각전,*,*,*,*,*
鏤刻하다,*,*,*,VV,*,F,누각하다,*,*,*,*,*
鏤刻하다,*,*,*,VV,*,F,누각하다,*,*,*,*,*
壘間,*,*,*,NNG,*,T,누간,*,*,*,*,*
累減,*,*,*,NNG,*,T,누감,*,*,*,*,*
累減,*,*,*,NNG,*,T,누감,*,*,*,*,*
累減,*,*,*,NNG,*,T,누감,*,*,*,*,*
累減,*,*,*,NNG,*,T,누감,*,*,*,*,*
累減되다,*,*,*,VV,*,F,누감되다,*,*,*,*,*
累減되다,*,*,*,VV,*,F,누감되다,*,*,*,*,*
累減되다,*,*,*,VV,*,F,누감되다,*,*,*,*,*
累減稅,*,*,*,NNG,*,F,누감세,*,*,*,*,*
累減稅率,*,*,*,NNG,*,T,누감세율,*,*,*,*,*
累減하다,*,*,*,VV,*,F,누감하다,*,*,*,*,*
累減하다,*,*,*,VV,*,F,누감하다,*,*,*,*,*
累減하다,*,*,*,VV,*,F,누감하다,*,*,*,*,*
陋居,*,*,*,NNG,*,F,누거,*,*,*,*,*
樓居,*,*,*,NNG,*,F,누거,*,*,*,*,*
樓居,*,*,*,NNG,*,F,누거,*,*,*,*,*
樓車,*,*,*,NNG,*,F,누거,*,*,*,*,*
陋居,*,*,*,NNG,*,F,누거,*,*,*,*,*
累巨萬,*,*,*,NNG,*,T,누거만,*,*,*,*,*
累巨萬金,*,*,*,NNG,*,T,누거만금,*,*,*,*,*
累巨萬年,*,*,*,NNG,*,T,누거만년,*,*,*,*,*
累巨萬財,*,*,*,NNG,*,F,누거만재,*,*,*,*,*
樓居하다,*,*,*,VV,*,F,누거하다,*,*,*,*,*
樓居하다,*,*,*,VV,*,F,누거하다,*,*,*,*,*
陋見,*,*,*,NNG,*,T,누견,*,*,*,*,*
陋見,*,*,*,NNG,*,T,누견,*,*,*,*,*
漏決,*,*,*,NNG,*,T,누결,*,*,*,*,*
漏結,*,*,*,NNG,*,T,누결,*,*,*,*,*
漏結하다,*,*,*,VV,*,F,누결하다,*,*,*,*,*
漏決하다,*,*,*,VV,*,F,누결하다,*,*,*,*,*
耨耕,*,*,*,NNG,*,T,누경,*,*,*,*,*
累經,*,*,*,NNG,*,T,누경,*,*,*,*,*
累經하다,*,*,*,VV,*,F,누경하다,*,*,*,*,*
漏戒,*,*,*,NNG,*,F,누계,*,*,*,*,*
累計,*,*,*,NNG,*,F,누계,*,*,*,*,*
累計되다,*,*,*,VV,*,F,누계되다,*,*,*,*,*
累計하다,*,*,*,VV,*,F,누계하다,*,*,*,*,*
漏戒하다,*,*,*,VV,*,F,누계하다,*,*,*,*,*
樓鼓,*,*,*,NNG,*,F,누고,*,*,*,*,*
漏鼓,*,*,*,NNG,*,F,누고,*,*,*,*,*
螻蛄,*,*,*,NNG,*,F,누고,*,*,*,*,*
漏告,*,*,*,NNG,*,F,누고,*,*,*,*,*
漏告,*,*,*,NNG,*,F,누고,*,*,*,*,*
螻蛄瘻,*,*,*,NNG,*,F,누고루,*,*,*,*,*
漏告하다,*,*,*,VV,*,F,누고하다,*,*,*,*,*
漏告하다,*,*,*,VV,*,F,누고하다,*,*,*,*,*
淚骨,*,*,*,NNG,*,T,누골,*,*,*,*,*
鏤骨銘心,*,*,*,NNG,*,T,누골명심,*,*,*,*,*
瘻孔,*,*,*,NNG,*,T,누공,*,*,*,*,*
漏空,*,*,*,NNG,*,T,누공,*,*,*,*,*
鏤工,*,*,*,NNG,*,T,누공,*,*,*,*,*
漏空하다,*,*,*,VV,*,F,누공하다,*,*,*,*,*
